id;platform;category;caption;hashtag;url;text_for_tfidf;likes;views;comments;engagement_rate;is_popular;shares;saves
260;Tiktok;Masakan;"Ayam Pedas Daun Jeruk 
—
Bahan :
3 pcs Paha Ayam
2 sdt garam
1 sdt merica bubuk
2 jempol jahe 
daun bawang
3 siung bawang putih
air

10 pcs Cabe rawit
5 pcs cabe keriting merah
10 siung Bawang merah
5 siung Bawang putih
1/2 sdt garam
1/2 sdt merica bubuk
3 sdt kaldu jamur
1/2 sdt gula
10 pcs daun jeruk
—
#reseptiktok #masakdirumah #masakansimple #resepayam #kulinerindonesia";reseptiktok, masakdirumah, masakansimple, resepayam, kulinerindonesia;https://www.tiktok.com/@adekoerniawan_s/video/7385493179723877638;ayam pedas daun jeruk bahan paha ayam sendok teh garam sendok teh merica bubuk jempol jahe daun bawang siung bawang putih air cabe rawit cabe keriting merah siung bawang merah siung bawang putih sendok teh garam sendok teh merica bubuk sendok teh kaldu jamur sendok teh gula daun jeruk resep tiktok masak rumah masakan simple resep ayam kuliner indonesia resep tiktok masak rumah masakan simple resep ayam kuliner indonesia;1000000;21400000;4061;8.52;1;139300;679634
261;Tiktok;Masakan;"Dendeng balado ✨
Cuss dagingnya dimasak gini aja , asli ueenak poll 

Dendeng Balado
by : @dindinn02 

Bahan rebus :
✅️ 500gr daging sapi (pilih bagian daging full)
✅️ 6 siung baput ukuran besar
✅️ 4 siung bamer
✅️ Sejempol Jahe
✅️ 2 sdt ketumbar
✅️ 2 buah sereh , geprek
✅️ Daun salam
✅️ Garam
✅️ air secukupnya untuk merebus
✅️ (Rebus sampai daging empuk , ini nanti hasil dagingnya enak wangi dan gk amis  ) 

Bahan Balado :
✅️ 20 buah cabe merah
✅️ 8 cabe rawit ( boleh di skip kalau cabe merahnya sudah pedas )
✅️ 8 siung bawang merah
✅️ (Di rebus sebentar lalu ulek kasar )

Bahan lainnya :
✅️ 8 siung bawang merah , iris
✅️ gula ,garam , dan kaldu bubuk secukupnya 
✅️ 4 asam jawa larutin disedikit air , ambil airnya saja
✅ Air rebusan daging secukupnya 

#dendeng #dendengbalado #balado #sapi #resepsimple #dagingsapi #reseptiktok #idemasak #masakansimple #masak #foryou #foryoupage #fyp";dendeng, dendengbalado, balado, sapi, resepsimple, dagingsapi, reseptiktok, idemasak, masakansimple, masak, foryou, foryoupage, fyp;https://www.tiktok.com/@magembule/video/7512653245723069702;dendeng balad cuss daging masak gin asli enak poll dendeng balad din din bahan rebus gram daging sapi pilih daging full siung bawang putih ukur siung bawang merah jempol jahe sendok teh ketumbar buah sereh geprek daun salam garam air mere bus rebus daging empuk hasil daging enak wangi amis bahan balad buah cabe merah cabe rawit skip cabe merah pedas siung bawang merah rebus sebentar ulek kasar bahan siung bawang merah iris gula garam kaldu bubuk asam jaw larut dis dikit air ambil air air rebus daging dendeng dendeng balad balad sapi resepsi daging sapi resep tiktok idem asak masakan simple masak for you for youp age dendeng dendeng balad balad sapi resepsi daging sapi resep tiktok ide masak masakan simple masak for you for youp age for you page;506500;20500000;6299;4.28;0;89100;275117
262;Tiktok;Masakan;"Bagian 5 | emang boleh masak tahu se-simple ini? 
#resepsimple #fypシ #berandafyp #berandatiktok #masukberandafyp #fypdong #reseptahu #resep #reseptiktok #fyp #enakbanget #inienakbanget #inienak #fyp #masakanchinese #chinesefood #berandafypシ #tiktok #TIKTOK";resepsimple, fypシ, berandafyp, berandatiktok, masukberandafyp, fypdong, reseptahu, resep, reseptiktok, fyp, enakbanget, inienakbanget, inienak, fyp, masakanchinese, chinesefood, berandafypシ, tiktok, tiktok;https://www.tiktok.com/@masakan.simple8/video/7280067827069881605;masak simple resepsi beranda beranda tiktok masuk beranda resep resep resep tiktok enak banget enak banget enak masakan chine chine food beranda tiktok tiktok resepsi for you page beranda beranda tiktok masuk beranda resep resep resep tiktok for you page enak banget enak banget enak for you page masakan chine chine food beranda tiktok tiktok;115400;7300000;667;2.65;0;18600;58983
263;Tiktok;Masakan;"RAHASIA KREMESAN ANTI GAGAL 

#kremesan #jajanan #gorengan #fyppppppppppppppppppppppp #masakansimple #jajanankekinian #resep";kremesan, jajanan, gorengan, fyppppppppppppppppppppppp, masakansimple, jajanankekinian, resep;https://www.tiktok.com/@abdul.latief407/video/7497209029140319494;rahasia krem esa anti gagal krem esa jajan goreng masakan simple jajan keki nian resep krem esa jajan goreng masakan simple jajan keki nian resep;1400000;46400000;12900;4.08;0;144200;336577
264;Tiktok;Masakan;Membalas @@DwiKristiyaningsih19 gak bisa. Aku nambah terus kalo makan pake ini  #resep #resepsimple #reseptiktok #resepmasakan #ayamsuwir #ayamsuwirkemangi;resep, resepsimple, reseptiktok, resepmasakan, ayamsuwir, ayamsuwirkemangi;https://www.tiktok.com/@hi_armaida/video/7303857993659976965;membal rist iya ning sih nam bah makan pakai resep resepsi resep tiktok resep masakan ayam suwir ayam suwir kemangi resep resepsi resep tiktok resep masakan ayam suwir ayam suwir kemangi;212500;5300000;923;6.32;0;18800;102887
265;Tiktok;Masakan;"Oseng tempe kemangi ala emak
#masakgampang #ResepMudah #masakenak #masakanrumahan #resepmasakan #tiktokrecipe #resepsimple #cooking #masaktiktok #tiktokcooking #foodtiktok #resep #kuliner";masakgampang, resepmudah, masakenak, masakanrumahan, resepmasakan, tiktokrecipe, resepsimple, cooking, masaktiktok, tiktokcooking, foodtiktok, resep, kuliner;https://www.tiktok.com/@mrfoodhunter/video/7266380792270474501;oseng tempe kemangi ala masak mudah resep mudah masak enak masakan rumah resep masakan tiktok recipe resepsi cooking masak tiktok tiktok cooking food tiktok resep kuliner masak mudah resep mudah masak enak masakan rumah resep masakan tiktok recipe resepsi cooking masak tiktok tiktok cooking food tiktok resep kuliner;878700;21300000;2546;5.4;0;38600;230438
266;Tiktok;Masakan;"Tumis jamur telur simple, praktis, rasanya juara #fyp #viral #top #trending #sukamasak #hobimasak #belajarmasak #menuviral #jamur #telur #ibu #resep #resepmasakan #reseprumahan #resepmudah #masakanrumahan #masakan #berbagiresep #reseplezat #resepnusantara #reseppraktis #makanan #kuliner #resepyummy #doyanmasak #masakansederhana #resepkue #kumpulanresepmasak #resepmasak #resepenak #masakanindonesia #reseproemahan #anekaresep #resepmasakannusantara #resepmakanan #belajarmasak #masak #masakannusantara #resepmasakanindonesia #masakanrumah #idemasak
#yukbelajarmasak #masakanenak #shareresep #masakmasak #resepmommies #resepmasakanrumahan #makananindonesia #hobimasak #makananenak #resepmasakanfavorit #kulinerindonesia #resepfavorit #menurumahan #food #resepsederhana #menusederhana #masakapahariini #resepjajanan #doyanbakingcemilan #makanansehat #masakenak #fotomasak #resepindonesia #videomasak #bekalbekalku #cemilan #kulinernusantara #resepku #masakanmama #anekamasakan #masakanrumah #ayomasak";fyp, viral, top, trending, sukamasak, hobimasak, belajarmasak, menuviral, jamur, telur, ibu, resep, resepmasakan, reseprumahan, resepmudah, masakanrumahan, masakan, berbagiresep, reseplezat, resepnusantara, reseppraktis, makanan, kuliner, resepyummy, doyanmasak, masakansederhana, resepkue, kumpulanresepmasak, resepmasak, resepenak, masakanindonesia, reseproemahan, anekaresep, resepmasakannusantara, resepmakanan, belajarmasak, masak, masakannusantara, resepmasakanindonesia, masakanrumah, idemasak, yukbelajarmasak, masakanenak, shareresep, masakmasak, resepmommies, resepmasakanrumahan, makananindonesia, hobimasak, makananenak, resepmasakanfavorit, kulinerindonesia, resepfavorit, menurumahan, food, resepsederhana, menusederhana, masakapahariini, resepjajanan, doyanbakingcemilan, makanansehat, masakenak, fotomasak, resepindonesia, videomasak, bekalbekalku, cemilan, kulinernusantara, resepku, masakanmama, anekamasakan, masakanrumah, ayomasak;https://www.tiktok.com/@redapple8189/video/7441760337147333943;tumis jamur telur simple praktis rasan juara viral top trending suka masak hobi masak bela jar masak menu viral jamur telur resep resep masakan resep rumah resep mudah masakan rumah masakan ber resep resep lezat resep nusantara resep praktis makan kuliner resep enak doyan masak masakan sederhana resep kue kumpul resep masak resep masak resep enak masakan indonesia resep roe maha aneka resep resep masakan nusantara resep makan bela jar masak masak masakan nusantara resep masakan indonesia masakan rumah idem asak yuk bela jar masak masakan enak sharer masak masak resep mie resep masakan rumah makan indonesia hobi masak makan enak resep masakan favorit kuliner indonesia resep favorit menur uma han food resep sederhana menu sederhana masak resep jajan doyan baking cemilan makan sehat masak enak foto masak resep indonesia video masak bekal bekal cemilan kuliner nusantara resep masakan mama aneka masakan masakan rumah ayom asak for you page viral top trending suka masak hobi masak bela jar masak menu viral jamur telur resep resep masakan resep rumah resep mudah masakan rumah masakan ber resep resep lezat resep nusantara resep praktis makan kuliner resep enak doyan masak masakan sederhana resep kue kumpul resep masak resep masak resep enak masakan indonesia resep roe maha aneka resep resep masakan nusantara resep makan bela jar masak masak masakan nusantara resep masakan indonesia masakan rumah ide masak yuk bela jar masak masakan enak sharer masak masak resep mie resep masakan rumah makan indonesia hobi masak makan enak resep masakan favorit kuliner indonesia resep favorit menur uma han food resep sederhana menu sederhana masak resep jajan doyan baking cemilan makan sehat masak enak foto masak resep indonesia video masak bekal bekal cemilan kuliner nusantara resep masakan mama aneka masakan masakan rumah ayom asak;14300;1200000;111;2.39;0;6972;7239
267;Tiktok;Masakan;Rahasia masakan warteg! #asiknyakuliner #resepsimple;asiknyakuliner, resepsimple;https://www.tiktok.com/@fajarlele/video/7205059250219928859;rahasia masakan wart asi nyak ulin resepsi asi nyak ulin resepsi;91600;4300000;1137;3.65;0;5933;58274
268;Tiktok;Masakan;#masakansimple #reseptiktok #masakanrumahan #masakdirumah #resepsimple #menuakhirbulan #serunyakuliner #resepmasakan #menuviral;masakansimple, reseptiktok, masakanrumahan, masakdirumah, resepsimple, menuakhirbulan, serunyakuliner, resepmasakan, menuviral;https://www.tiktok.com/@mesimarsita23/video/7273328008306461958;masakan simple resep tiktok masakan rumah masak rumah resepsi menu serun yak ulin resep masakan menu viral masakan simple resep tiktok masakan rumah masak rumah resepsi menu serun yak ulin resep masakan menu viral;687500;25300000;5822;4.12;0;59600;289347
269;Tiktok;Masakan;Ayam ayam aja enak, apalagi dibikin sama sambel Sambel padi yg pedes gurih ada petunjuk asem sedikitYuk cobain!#resepmasakan #masakanindonesia #masakansederhana #masakanrumahan #chickenchilipadi #chillipadi #ayamchillipadi;resepmasakan, masakanindonesia, masakansederhana, masakanrumahan, chickenchilipadi, chillipadi, ayamchillipadi;https://www.tiktok.com/@resepmamasukaaa/video/7420571999988223237;ayam ayam enak dib kin sambel sambel padi pedes gurih pet unjuk asem yuk coba resep masakan masakan indonesia masakan sederhana masakan rumah chicken chili padi chill padi ayam chill padi resep masakan masakan indonesia masakan sederhana masakan rumah chicken chili padi chill padi ayam chill padi;247900;13700000;1877;3.41;0;50400;166550
270;Tiktok;Masakan;"Resep Semur Daging

Menu kali ini cocok kali buat sahur pertama kalian nih..

Semur Daging

Bahan :
500 gr daging
1 batang serai
Sejempol lengkuas
2 lembar daun salam
5 cm kayumanis
4 cengkeh
3 kapulaga
1 bunga lawang
7 sdm kecap manis (tambahkan sesuai selera)
Secukupnya air
Garam
Kaldu bubuk

Bumbu halus :
15 bawang merah
6 bawang putih
8 cabe merah keriting
1 ruas jahe
3 butir kemiri
2 sdt merica bubuk

Cara masak nya lengkap ada di video yaa..
Jangan lupa bikin juga dan semoga suka yaa, teman2 ❤️
Jangan lupa follow @winnibarus untuk resep2 lainnya 

#semurdaging #dagingsemur #dagingsemurbali #resepsemurdaging #semurbali #dagingkecap #masaksimpel #masakansederhana #masakanrumahan #masakan #resepnusantara #resepsimpel #resepmudah #reseppraktis #ideresepmasakan";semurdaging, dagingsemur, dagingsemurbali, resepsemurdaging, semurbali, dagingkecap, masaksimpel, masakansederhana, masakanrumahan, masakan, resepnusantara, resepsimpel, resepmudah, reseppraktis, ideresepmasakan;https://www.tiktok.com/@winnibarus/video/7473719287660711174;resep semur daging menu kali cocok kali sahur nih semur daging bahan gram daging batang serai jempol lengkuas lembar daun salam kayu manis cengkeh kapulaga bunga lawang sendok makan kecap manis sesuai selera air garam kaldu bubuk bumbu halus bawang merah bawang putih cabe merah keriting ruas jahe butir kemiri sendok teh merica bubuk masak lengkap video lupa moga suka teman lupa follow win nib arus resep semur daging daging semur daging semur bal resep semur daging semur bal daging kecap masak simpel masakan sederhana masakan rumah masakan resep nusantara resepsi pel resep mudah resep praktis ide resep masakan semur daging daging semur daging semur bal resep semur daging semur bal daging kecap masak simpel masakan sederhana masakan rumah masakan resep nusantara resepsi pel resep mudah resep praktis ide resep masakan;95800;4500000;1861;3.49;0;10600;48969
271;Tiktok;Masakan;"Tips Cara Memasak 

#fyp
#resep 
#masakan
#makanan 
#enak
#indonesia";fyp, resep, masakan, makanan, enak, indonesia;https://www.tiktok.com/@bikinlaper.official/video/7484608710413651207;tip mem asak resep masakan makan enak indonesia for you page resep masakan makan enak indonesia;22000;1700000;477;2.19;0;6725;8059
272;Tiktok;Masakan;"Yamien Asin 
—
Bahan : 

Topping Yamien :
500 gr ayam 
2 sdm saus tiram
1 sdm kecap ikan
2 sdm kecap asin
1 sdt merica bubuk
1 sdt kaldu jamur
1 sdt gula
1 sdm minyak wijen
2 sdm garlic oil / minyak bawang putih

160 gr mie basah
Daun bawang
Sayuran hijau (bebas)

Bumbu Yamien : 
2 sdt minyak bawang
2 sdt minyak ayam
1 sdm kecap asin
1/2 sdt kaldu jamur
1/4 sdt merica bubuk
—
#masakdirumah #reseptiktok #resepsimple #resepmie";masakdirumah, reseptiktok, resepsimple, resepmie;https://www.tiktok.com/@adekoerniawan_s/video/7402193612710087941;yam asin bahan topping yam gram ayam sendok makan saus tiram sendok makan kecap ikan sendok makan kecap asin sendok teh merica bubuk sendok teh kaldu jamur sendok teh gula sendok makan minyak wijen sendok makan garlic oil minyak bawang putih gram mie basah daun bawang sayur hijau bebas bumbu yam sendok teh minyak bawang sendok teh minyak ayam sendok makan kecap asin sendok teh kaldu jamur sendok teh merica bubuk masak rumah resep tiktok resepsi resep mie masak rumah resep tiktok resepsi resep mie;72500;2400000;968;6.34;0;14800;63793
273;Tiktok;Masakan;"Membalas @allindsta   resep tahu crispy saus pedas cuma modal 10rb bisa makan ala cafe, yuk recook! 

#resepanakkost #resepanakkos #resepsimple #reseptiktok #resepviral #resepmasakan #masakanrumahan #tutorialmasak #masaksimple #reseptahu #tahucrispy #tahusauspedas #resepmurah #serunyabelajar #serunyaditiktok #viralditiktok #masakpancilistrik #pancilistrikmultifungsi";resepanakkost, resepanakkos, resepsimple, reseptiktok, resepviral, resepmasakan, masakanrumahan, tutorialmasak, masaksimple, reseptahu, tahucrispy, tahusauspedas, resepmurah, serunyabelajar, serunyaditiktok, viralditiktok, masakpancilistrik, pancilistrikmultifungsi;https://www.tiktok.com/@rereeonni/video/7258241197016190213;membal all resep crispy saus pedas modal makan ala yuk recook resep anak kos resep anak kos resepsi resep tiktok resep viral resep masakan masakan rumah tutorial masak masak simple resep crispy saus pedas resep murah serun bela jar serun yad itik tok viral dit tok masak panci listrik panci listrik multifungsi resep anak kos resep anak kos resepsi resep tiktok resep viral resep masakan masakan rumah tutorial masak masak simple resep crispy saus pedas resep murah serun bela jar serun yad itik tok viral dit tok masak panci listrik panci listrik multifungsi;433900;12600000;1812;6.15;0;44000;294608
274;Tiktok;Masakan;makan ini pake nasi anget aja udah mantep pollll #masakansimple #masakanrumahan #resepmudah #resepmasakanrumah;masakansimple, masakanrumahan, resepmudah, resepmasakanrumah;https://www.tiktok.com/@recipesbyjihan/video/7248554539257744646;makan pakai nasi get mant poll masakan simple masakan rumah resep mudah resep masakan rumah masakan simple masakan rumah resep mudah resep masakan rumah;285700;3500000;600;11.85;1;11200;117405
275;Tiktok;Masakan;"Membalas @gendis ananti putri 

Done yaah 

Enakkk ni kentang dimasak ginii 

#cooking #resepsimple #resepmasakan #masakanrumahan #masakanindonesia #masakansederhana #kentang #sambelkentang #cookingathome #menusimple";cooking, resepsimple, resepmasakan, masakanrumahan, masakanindonesia, masakansederhana, kentang, sambelkentang, cookingathome, menusimple;https://www.tiktok.com/@dapurnajib/video/7427316749877431558;membal gendis anan putri done enak kentang masak gin cooking resepsi resep masakan masakan rumah masakan indonesia masakan sederhana kentang sambel kentang cooking home menu simple cooking resepsi resep masakan masakan rumah masakan indonesia masakan sederhana kentang sambel kentang cooking home menu simple;53700;2800000;446;3.06;0;3746;27904
276;Tiktok;Masakan;Harus masak nasi yg banyak dan siapin kerupuk kalo mau recook menu ini biar ga nyesel #reseptiktok #tempe #masakansimple #fyp;reseptiktok, tempe, masakansimple, fyp;https://www.tiktok.com/@ditadpermatasari/video/7390739417306074374;masak nasi kerupuk recook menu biar nye sel resep tiktok tempe masakan simple resep tiktok tempe masakan simple for you page;180800;8300000;1337;4.24;0;27300;142524
277;Tiktok;Masakan;Resep masakan simple anak kost part 1 #resepsimple #resepmasaktahu #masakananakkost #reseptahukrispi;resepsimple, resepmasaktahu, masakananakkost, reseptahukrispi;https://www.tiktok.com/@yesia._18/video/7261099568597716229;resep masakan simple anak kos part resepsi resep masak masakan anak kos resep risp resepsi resep masak masakan anak kos resep risp;1700000;34300000;6014;7.65;1;132600;786867
